"CountryCode","CityCode","City","ProductID","Possession","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"CN","CN","Total",2504,"Possession of Motorcycle",32.8058362,34.70736698,36.17347706,36.03622972,38.32116752,39.24494981,38.3448502,39.04343848,39.65230208,40.18657045,40.65838381,41.07753578,41.4519765,41.78820289,42.09156054,42.3664775,42.616646,42.8451643,43.05464806,43.24731835,43.4250716,43.58953546,43.7421139,43.88402358,44.01632353,44.13993951
"CN","CN","Total",2505,"Possession of Passenger Car",1.40323338,1.821405002,2.584753594,3.334033864,3.90934948,4.7,5.451096917,6.057099583,6.611084412,7.112811178,7.65,8.1,8.45,8.8,9.1,9.4,9.68,9.9328,10.170048,10.38925568,10.59553659,10.78682244,10.96391403,11.12889228,11.28230736,11.42519563
"CN","CN","Total",2506,"Possession of Personal Computer",25,27,29,31.79,34.43,35.39,38,40.89,43.8,46.71,48.0655955,48.90597875,49.67828257,50.3990055,51.04717495,51.64195167,52.18741531,52.68419581,53.13892383,53.55474943,53.93456446,54.28188909,54.59937944,54.88955444,55.15482943,55.39731286
"CN","CN","Total",2508,"Possession of Refrigerator",53.96132682,56.45549737,60.75221299,62.94984263,67.7573093,72.86987585,81.26516689,83.49803715,85.54516133,87.57874001,89.36266877,90.84702013,91.70938693,92.44840841,93.06970064,93.5638871,93.94199675,94.22054465,94.44654884,94.62638148,94.76648275,94.87471636,94.95866113,95.02509161,95.07716046,95.11773057
"CN","CN","Total",2511,"Possession of Telephone",76.47765685,79.18410782,80.0211328,75.0846429,73.28041191,72.10837849,58.25066138,56.38021899,54.50241977,52.54620214,51.48982079,50.13137685,48.91719826,47.90914163,46.91450853,46.020934,45.21641615,44.46843685,43.78897249,43.16898318,42.6002518,42.08131151,41.60696124,41.17306626,40.77662583,40.41421314
"CN","CN","Total",2512,"Possession of Tumble Drier",1.841356506,1.97223246,2.044532668,2.193313702,2.24404608,2.389455179,2.489264983,2.591521935,2.706387905,2.750668064,2.836626788,2.901344357,2.994281189,3.061951502,3.1245417,3.186540962,3.235528947,3.28231479,3.322639494,3.359135812,3.391978988,3.420740312,3.446669903,3.469679619,3.490265236,3.508623355
"CN","CN","Total",2513,"Possession of Vacuum Cleaner",18.66236917,20.02270066,21.27281785,22.41436785,23.45658971,24.41044778,25.28201164,26.07857936,26.80690983,27.47259373,28.08108875,28.63734136,29.14579456,29.61057257,30.03542919,30.42378692,30.7787848,31.10328819,31.39991569,31.67106257,31.91891751,32.14548121,32.35258275,32.54189391,32.7149429,32.87312671
"CN","CN","Total",2514,"Possession of Video Camera",2.07138108,2.31188221,2.527605366,2.7260152,2.907858011,3.073406844,3.225018366,3.363630356,3.490233786,3.606019047,3.71185257,3.808580963,3.897010734,3.977841758,4.051727644,4.119268388,4.181006626,4.237441311,4.289028441,4.336184011,4.379288841,4.418690932,4.454708291,4.487631702,4.517726941,4.545236943
"CN","CN","Total",12988,"Possession of Video Game Console",1.271500855,1.352494252,1.403797257,1.421745676,1.471233699,1.503730478,1.602861141,1.625093429,1.682267863,1.69814974,1.746156466,1.792235061,1.83203988,1.869231586,1.903419119,1.93430358,1.956881234,1.976638774,1.993990642,2.008961728,2.021626841,2.032105633,2.041132561,2.048871815,2.055457556,2.061037055
"CN","CN","Total",2516,"Possession of Washing Machine",67.99723843,70.75666985,72.68798647,73.62461584,76.83341286,79.58936513,82.29232732,84.21848543,85.85961267,87.25300101,88.35537294,89.41611333,90.32803657,91.11650723,91.82449038,92.44202296,92.98407075,93.46293319,93.88304674,94.25254001,94.57778854,94.86364888,95.11508533,95.3362508,95.5307283,95.70177431
"CN","CN20","Shanghai",2494,"Possession of Air Conditioner",57.5541098557417,63.6095886856096,70.1489104502249,76.991385987941,85.5748030509995,90.3495016126782,92.9165039577762,93.7070823130337,94.2416844762325,94.8897288328126,95.3757668837131,95.621898320476,95.7786000850648,95.8951864216759,95.9794184963026,96.0420882026728,96.0873858704225,96.1200800292448,96.1436529951368,96.1602249813038,96.1720407279664,96.1796304147767,96.1848850017894,96.187716959502,96.1893656016597,96.1901948883153
"CN","CN20","Shanghai",2495,"Possession of Bicycle",62.2922001234215,62.2076605714656,61.3846593503668,61.1904697394057,60.4525167376235,59.9805256306164,60.0094953971771,60.7876346711062,60.9488555650936,60.7457425271765,60.5561178168545,60.3826156626407,60.2213571177186,60.070204748719,59.9329432090241,59.8059566848258,59.6889776036846,59.581358860062,59.4827490601369,59.3922242227544,59.3092606872111,59.2329281884773,59.163102264149,59.0990490504989,59.0403259262955,58.9864678494039
"CN","CN20","Shanghai",87218,"Possession of Broadband Internet Enabled Computer",11.9006828438969,22.941851147659,25.1401065674797,29.5149108469056,35.7281246477645,41.6824155810835,54.2308270001907,64.1732360602632,74.2827255930679,79.5087413468263,83.2330442385591,85.4960030122406,86.27762960546,87.0229642352928,87.6930339758592,88.3044075024251,88.8773707259747,89.4011390190867,89.8795158981693,90.2284669861449,90.5929984849229,90.9273295176638,91.2343031783113,91.5159435338356,91.7743967269381,91.9335969281773
"CN","CN20","Shanghai",12980,"Possession of Cable TV",49.6976342655427,50.6882154760377,53.70935071941,57.6114334207151,59.0145287405334,63.4353866227869,65.7340116634804,67.2565042821596,69.163297134149,71.2496637846866,73.3130902872417,75.2564874902201,76.9260755569427,78.4768696715615,79.8839239051947,81.1465714643103,82.2978526518249,83.3388974272607,84.2782436664802,85.1301349050885,85.8432577696917,86.2104605024325,86.7216005180161,87.1636880122324,87.5868541728912,87.9665368139207
"CN","CN20","Shanghai",2497,"Possession of Camera",71.8344256151444,73.0295960107015,72.9559370126597,66.5432715358054,72.7832712559204,77.5062671529012,78.24160442625,78.3511443171704,79.1431848731303,80.2124399573911,81.2351442730336,82.0235494807151,82.6509892820981,83.1889066593781,83.6153778979175,83.9642537519468,84.2522157279909,84.4865871442154,84.6777484828804,84.8342724452884,84.9622253288798,85.0670721797486,85.1525791761765,85.2225711076909,85.2799129337287,85.3269003522951
"CN","CN20","Shanghai",2499,"Possession of Colour TV Set",98.9846807734739,99.1540093905247,99.4884071715524,99.751228411312,99.8861242178015,99.9132636070769,99.8904995857377,99.9009048215296,99.8999961837143,99.8987516041737,99.8975618897125,99.8962873171353,99.8951678471507,99.8942852038485,99.8935188445488,99.8928581754386,99.8923090954181,99.891807097366,99.8913988187193,99.8910620384781,99.8907972869294,99.890546137883,99.8903480256039,99.8901848505061,99.8900509677665,99.8899414308136
"CN","CN20","Shanghai",12982,"Possession of Cooker",68.5233107629994,69.8242998575473,70.6333789011928,72.6597872705531,74.57253522624,75.9292118104192,77.0948284697828,77.8711027914663,78.9341526376012,80.2805974631901,81.5392940129802,82.7825750367437,83.9197722464421,84.9844073798315,86.0428026303734,87.0192290008574,87.8801281369284,88.6790664645848,89.4230101424034,90.1147694704132,90.7478261046061,91.1613201057165,91.6592721130257,92.1211186660535,92.5487499956918,92.9439104613734
"CN","CN20","Shanghai",2500,"Possession of Dishwasher",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CN","CN20","Shanghai",59926,"Possession of DVD Player/Recorder",37.7588310326826,42.1415802869654,45.3595677661752,48.0985497374304,50.6978125584643,52.8718890695884,54.6007768124599,54.9534786351747,56.0030633796672,57.459959731752,58.7645759499017,59.9494011143646,61.0326502032773,62.0195465337251,62.9167990363025,63.7359686388347,64.4809102213655,65.1607348227513,65.7797590394714,66.3445196457837,66.8592373246408,67.3286348417598,67.7565622051853,68.1469975490149,68.5031492655216,68.8281463624002
"CN","CN20","Shanghai",2501,"Possession of Freezer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CN","CN20","Shanghai",2502,"Possession of Hi-Fi Stereo",40.7259302254243,41.8224822122526,43.3261093271763,44.9595471444855,46.7363467919456,48.0892146895533,48.701677316084,48.4457318409578,48.7192682045296,49.3196931006905,49.839276089623,50.3396027525566,50.7923686487506,51.2066380933759,51.5880381417593,51.9365637767398,52.255787636336,52.548886177447,52.8166824862538,53.061959313469,53.286568910104,53.4922519136826,53.6803647157572,53.8526903442972,54.0103565777374,54.154695788268
"CN","CN20","Shanghai",59927,"Possession of Internet Enabled Computer",19.7745485307573,23.7261883215754,28.7848097927653,32.2644311393063,36.5360709620861,42.8741826946172,55.2346805062186,64.975276689409,75.047412830195,80.0780127398944,83.7387191318334,85.8079756967725,86.5255219128011,87.2517018404846,87.905230262022,88.5001476185815,89.0585245014969,89.5689704421444,90.0309909516104,90.3583669789927,90.7135304767924,91.039330372903,91.3385354925558,91.6130919770209,91.8469364376119,91.9855246361969
"CN","CN20","Shanghai",2503,"Possession of Microwave Oven",55.6692147944166,60.0727881076907,64.3571269035274,68.0663907118167,72.6382098493683,76.2646975075872,78.4871181162626,77.8012159623702,78.5815492188605,80.0107225703248,81.1595415519185,82.1296886929616,82.9504753305394,83.6365418179807,84.2151943587719,84.706602556782,85.1221114090788,85.4748015511077,85.7728663677719,86.0254005957298,86.2396020165385,86.4214808453248,86.5753932428176,86.7060978120734,86.8170845448065,86.9113360120352
"CN","CN20","Shanghai",68800,"Possession of Mobile Telephone",77.6214824003652,87.9416955319032,94.5618824090269,97.9847507985234,99.3690124783717,99.6861850103506,99.6590729258349,99.6584542224506,99.6918593015081,99.7240408847413,99.7467294390898,99.7619514832569,99.7728883638747,99.7811015423503,99.7875984920265,99.7929724347555,99.7966607736997,99.7994537323789,99.8011990396899,99.8022306422325,99.8029077627451,99.8033811488613,99.8038101018445,99.8042350589469,99.8044528509912,99.8036230002429
"CN","CN20","Shanghai",2504,"Possession of Motorcycle",13.8675187391753,15.0710411906373,15.9513109861259,15.982163660981,17.729172206925,18.4541389619092,17.7251341705078,18.1529838720173,18.5467295508257,18.9305034875041,19.2714481877129,19.5769761900601,19.8524379052003,20.1017219089153,20.3278925217456,20.534240432856,20.723074176822,20.896458329438,21.0561758330011,21.2037333153935,21.3404731394439,21.4674470422974,21.5856682318818,21.6960043160813,21.7991977140638,21.8959034540039
"CN","CN20","Shanghai",2505,"Possession of Passenger Car",2.16317947246373,2.64731547500063,3.83754929586953,4.78889366808108,5.61065142160925,6.75010410468182,7.7422841453005,7.92528370730512,8.40676250032229,9.04432498685957,9.72247248322309,10.2910593649388,10.7321772227351,11.1741401136586,11.5515520482035,11.9298796947363,12.2818066398594,12.6000374503525,12.8980150314609,13.1736744479369,13.4326414418144,13.6730174983664,13.8953073786327,14.1024076357625,14.2949680961166,14.4742997704531
"CN","CN20","Shanghai",2506,"Possession of Personal Computer",44.8782156125814,47.5516797512021,50.6702617776763,56.0126013123413,61.7403756198843,63.9225797328134,67.8379737879097,70.9311797634829,74.8873975423365,79.0995340381037,80.7935741140321,81.8065071027396,82.739746771115,83.6129089280047,84.3919248615003,85.1085361983025,85.5656159838226,85.9030639092938,86.2145820545607,86.5018497218667,86.7665496232508,87.0100490638914,87.2338566090231,87.4396807341842,87.6288577965782,87.802646867424
"CN","CN20","Shanghai",2508,"Possession of Refrigerator",82.624769448962,84.615819258112,88.5764110480217,91.805600056521,96.2365935381565,98.2363242307344,98.9571973062879,99.2915583380088,99.3772509695725,99.4996722484757,99.5798505629683,99.6487266398827,99.6875230650308,99.7206549417505,99.7421529842029,99.7573294656213,99.7689414198402,99.7773800250188,99.7843596220026,99.7899347422872,99.7999212005929,99.8027466962618,99.804963480012,99.806717263297,99.8037315286287,99.8091074154248
"CN","CN20","Shanghai",2511,"Possession of Telephone",98.3626234744307,98.5410938386525,98.6024525749534,98.204675972145,97.9621749797795,97.7272371415716,85.3154401849848,82.5485864833872,80.6495758221555,78.566289751198,77.5908735325045,76.2391105446718,75.1298590259938,74.4249198518437,73.4765255928644,72.5659872258505,71.7396805796098,71.0185532638879,70.3404763980022,69.6939997156911,69.0748902482978,68.4764867543755,67.9315316618636,67.4218121985402,67.0022875829908,66.6323255536966
"CN","CN20","Shanghai",2512,"Possession of Tumble Drier",5.24335714787239,5.32649467089818,5.6206519041446,5.84545646303593,5.96165797212529,6.32377490442534,6.50155688095537,6.33225209578271,6.44405062689495,6.55017907523298,6.75149855266713,6.90435893161612,7.12237945129315,7.28162286147565,7.42844009167848,7.57364151575869,7.6883982220993,7.79793159207811,7.89217521115875,7.97734779447444,8.05379723826815,8.12088612539114,8.18122457243738,8.23472851671751,8.28255496815736,8.32517566987377
"CN","CN20","Shanghai",2513,"Possession of Vacuum Cleaner",38.5162776721825,40.0792492665878,41.2674250115424,42.5300387614431,43.9181549448859,44.6751961817889,45.6153198940827,45.3654306060489,45.8494954664918,46.7355382772728,47.529592448215,48.2619208205427,48.9238272679263,49.527223169302,50.0732724577912,50.571335419089,51.0249551619776,51.4371311130947,51.8117596876866,52.1526253857653,52.4628062629662,52.7452456027677,53.0019309326466,53.2355678197587,53.4482198606088,53.6416566324482
"CN","CN20","Shanghai",2514,"Possession of Video Camera",8.1180497363394,8.83241559660405,9.62470905628357,10.3741858639515,11.169952614092,11.8449333396154,12.3071309085215,12.4079052591039,12.6969987895452,13.099194351942,13.4635103796604,13.7975828500619,14.1035124237434,14.3838009095084,14.6395095606193,14.8736101108609,15.0876855675623,15.283581679791,15.4625830010521,15.6262594050622,15.7759042442833,15.9128481114712,16.0379998789044,16.152454656312,16.2571218367557,16.3528355484983
"CN","CN20","Shanghai",12988,"Possession of Video Game Console",2.19627893933275,2.29471931172274,2.36498491623332,2.40937054360667,2.52870912040789,2.59772995401573,2.74283242939223,2.71335850448524,2.7783256816153,2.80194446480717,2.87831516794839,2.95197549471733,3.01568070551976,3.07540720327726,3.13027864811447,3.17994401064308,3.21610681731059,3.24778638473529,3.27560665242802,3.29961414398934,3.31991936967936,3.33671625521188,3.35118008989412,3.36358623781086,3.37414574892071,3.38309302128037
"CN","CN20","Shanghai",2516,"Possession of Washing Machine",88.6953087824818,90.8832559044558,91.9910404938017,93.7328931962129,96.2955530609305,97.7390720959731,98.2525100171577,98.7062395862832,98.9088296114529,99.1067401387772,99.2257510645467,99.3368378317796,99.4320735279965,99.488589987756,99.5409834635588,99.5877292814169,99.6286836569597,99.6639096331924,99.6880148091026,99.7070178501062,99.7240305905062,99.7390127406448,99.7523527359146,99.764190330174,99.7746761504932,99.7839561447431
"CN","CN21","Beijing",2494,"Possession of Air Conditioner",59.5541797115716,66.9744579346907,72.5632228685495,78.0027825041329,85.8532531136061,90.5619446143217,93.2172669842214,93.9119280208384,94.5433677318473,95.0552638228808,95.4419536390316,95.6398240236493,95.7669643006244,95.8611699393731,95.9291423491404,95.9796586655816,96.0160833319903,96.0422440678346,96.0610288986448,96.0742223809289,96.0836266244337,96.0896000274199,96.0936986971384,96.0959433027256,96.0972318944504,96.0976437378976
"CN","CN21","Beijing",2495,"Possession of Bicycle",61.0128980408697,59.3409784634073,60.4690438958323,60.6632630827014,60.5039945825206,60.2157827327972,60.8599793594733,60.4812261766409,60.3983274345581,60.1901786180809,59.9960911946141,59.8186854836326,59.6544330686233,59.5010133252481,59.364873891912,59.2365573393856,59.1184951897248,59.0099583819413,58.9106450380316,58.8195744909254,58.7362414733408,58.6595930208832,58.5895356849388,58.5253577807905,58.4665766458526,58.4127522770278
"CN","CN21","Beijing",87218,"Possession of Broadband Internet Enabled Computer",12.549275823475,25.1165145234533,26.4149400316272,30.1712224035287,35.8824112459639,41.7364043083833,53.8039439906958,65.0737714044218,76.0204866266754,81.3700353558064,85.0002150097555,87.1987388698273,87.8461524700437,88.4496443784411,88.99262281805,89.4883497464486,89.9530524335562,90.3779505138644,90.7656289080623,91.0350552216896,91.3246523666667,91.5902239299616,91.8340473427941,92.0577403124976,92.263042337647,92.3913115764524
"CN","CN21","Beijing",12980,"Possession of Cable TV",51.5597601719505,54.0699973957974,55.4732542173176,58.427827372203,59.1054014303904,63.3953978659205,65.2694096400839,67.6473654248161,69.8627755858817,71.9911704693678,74.1009204022905,76.0906281995807,77.800276418056,79.3883233400414,80.8300998208678,82.1238900819864,83.3034825550512,84.3694643357188,85.3304410592376,86.1931325169363,86.9009169988527,87.1807351180788,87.6721991002273,88.0966194775603,88.502368773527,88.8658998747466
"CN","CN21","Beijing",2497,"Possession of Camera",66.985365487865,71.0105308260027,67.7190128805932,60.3080126190394,64.9982690185388,69.071077628838,68.6799267283282,70.8098301078563,72.063913844349,73.0933025357037,74.080904574251,74.8449164248744,75.4540609064971,75.9765320363873,76.3922586069408,76.7327130769754,77.0140087087245,77.2433001790939,77.4306096757885,77.5842451118195,77.7097817718906,77.8129513064574,77.8971555174284,77.9661461665963,78.0227115906069,78.0690789113393
"CN","CN21","Beijing",2499,"Possession of Colour TV Set",99.5351068736161,99.7726059512495,99.8231264404451,99.8079963555065,99.9049185166817,99.9347482705249,99.9512101277051,99.8727443005512,99.8714317451691,99.8699352532246,99.8685864162804,99.8669560172952,99.865699654117,99.8643605794599,99.8608953300747,99.862471067324,99.8617537893601,99.8610824640891,99.8605490927852,99.8601152067275,99.8597473816222,99.8594240157636,99.8591780365571,99.858977159593,99.8588141233554,99.8586823855644
"CN","CN21","Beijing",12982,"Possession of Cooker",70.3796226543594,72.9768259322241,72.4800175275951,73.327242971601,74.6433073427415,75.900590078246,76.9318101226254,77.9895016537534,79.2606607766604,80.6238518168741,81.9010413171761,83.1633196332831,84.3183132572005,85.4000563797306,86.4765625793191,87.4701293060922,88.3463241337755,89.159497726074,89.9166875348904,90.620478279624,91.2613651678188,91.6163315667104,92.0944221276156,92.5369693520906,92.9459864655932,93.3232935236619
"CN","CN21","Beijing",2500,"Possession of Dishwasher",0.559451206980005,0.614877441130385,0.491709958789527,0.590550549580006,0.624285081043931,0.655866710946525,0.66093342767195,0.722804114799066,0.762153090616887,0.803373927429593,0.848335458283472,0.890721522779176,0.928274260945908,0.967515624141676,1.0012746875981,1.03315107218681,1.05910010136342,1.08275289556094,1.10439686571381,1.12356000357159,1.14064253841261,1.15569283725563,1.16919550606176,1.18127717319281,1.19201808308876,1.20158058692904
"CN","CN21","Beijing",59926,"Possession of DVD Player/Recorder",39.3802912682826,45.9959209634551,47.1150434502689,49.0214345369588,50.8172210509172,52.7933842098088,53.7227249959031,55.573975368073,57.0086434851722,58.5224941552469,59.8811708448501,61.1154285272998,62.2437426507631,63.2719608920329,64.2074035729475,65.0614161555573,65.8380427787904,66.5466562844396,67.1919715425162,67.7804678917825,68.3038971333891,68.8060282456208,69.2517413755268,69.6583663031207,70.0291899003388,70.3675473732561
"CN","CN21","Beijing",2501,"Possession of Freezer",7.27121896554544,7.73880160443691,7.53920412525221,7.61833471842476,7.78471655298208,7.97325147852391,7.92275180687536,8.06361382630464,8.16837169485645,8.31348542190336,8.4469581070658,8.57616985538021,8.69891421610043,8.81170956120875,8.92530207219269,9.02946337700701,9.11146006858946,9.18679841391851,9.25533819045589,9.31766379708535,9.37274264538945,9.42098931231912,9.46444272652098,9.50342959759145,9.53826189380459,9.56924015999438
"CN","CN21","Beijing",2502,"Possession of Hi-Fi Stereo",23.3663705562379,24.9974020755574,24.9651596525015,25.5259865984881,26.2818508659394,27.066252937272,27.1402990588088,27.6077987699184,27.980093415619,28.3933597198877,28.7524957925647,29.0996610466469,29.4146824586012,29.7036484001087,29.9705139526863,30.2148627352215,30.4391193734188,30.645412680831,30.8342296796516,31.0074023424388,31.1662108248845,31.3118243471726,31.4451711858852,31.5673863141844,31.6793288447843,31.781901475783
"CN","CN21","Beijing",59927,"Possession of Internet Enabled Computer",20.8522710033079,25.9751991983107,30.2465887112269,32.9845706041485,36.6949532750855,42.932195418586,54.8022776959234,65.8960387706576,76.8187688946019,81.9237400463288,85.4885267858529,87.4660266554653,88.0467695488698,88.6348198714933,89.1644618830419,89.6469000063196,90.0998160273945,90.5139266427356,90.8876894296341,91.1381597706823,91.4203487700875,91.6791433717139,91.9167713779632,92.1348654192799,92.3210415409105,92.433275681106
"CN","CN21","Beijing",2503,"Possession of Microwave Oven",49.4759588817153,56.5596324733581,57.2986026195121,59.6541992762105,62.5186836544949,65.4805442065186,65.7911387663601,68.3450463656108,69.6797631432449,71.0735936345242,72.2024875531467,73.1581478218245,73.9658590008961,74.6421817167868,75.1917179000366,75.658443872419,76.0534501445803,76.3888945053716,76.6726149944739,76.9130979406436,77.1170890080003,77.2903930334811,77.4371102023218,77.5617052874303,77.6675049834724,77.7572894277938
"CN","CN21","Beijing",68800,"Possession of Mobile Telephone",79.1217997327964,89.8359357280103,96.1210934552457,98.6437086805763,99.4319933348702,99.6393089449884,99.6444055694396,99.5141628694837,99.4555765692365,99.4781939316285,99.5199101996602,99.5524799260968,99.5740641554565,99.5889333657022,99.6003645617654,99.6096659490319,99.6164492409058,99.6216808812413,99.6254287944676,99.6280945001819,99.6300538345795,99.6314915824002,99.6326452638708,99.6336182704008,99.6342559281961,99.6337759924158
"CN","CN21","Beijing",2504,"Possession of Motorcycle",16.0964416697331,17.5192450794351,18.3490224958244,18.1467883633354,19.8938600392613,20.6452402995412,19.9213450654079,20.3198172452473,20.7628619297555,21.1651421099603,21.5224544237868,21.8423618233119,22.1302054281201,22.3905095325916,22.6265252364511,22.8416913512402,23.0384524978198,23.2189968515447,23.3852178099763,23.5386989997706,23.6808564761818,23.8127894392929,23.9355801163797,24.050131697148,24.1572253337179,24.2575493912289
"CN","CN21","Beijing",2505,"Possession of Passenger Car",8.93209394047479,11.9172896617585,15.3795685279943,19.0835552659896,21.6233259299379,25.4223184076233,27.1539581738415,30.8518456203415,33.1260682381199,35.4664630097477,37.9284495363288,39.9712291523358,41.5427174848945,43.1039521004549,44.42774805585,45.7444865365524,46.9610164520534,48.0538088269513,49.0708403057495,50.0059130305411,50.8795666365474,51.6863914723046,52.428870641151,53.1174145653009,53.7548655291988,54.346129464606
"CN","CN21","Beijing",2506,"Possession of Personal Computer",47.3650003568529,52.1367688251277,53.3280901534001,57.3652853921736,62.1156753755535,64.1128146173652,67.3595999794595,72.0214917361474,76.6516516432256,80.9720276817308,82.6386671152871,83.6370620079569,84.5532745911242,85.4074042531442,86.1684040005579,86.8665334293444,87.2699647938242,87.5434122752262,87.7959983374499,88.0289566397747,88.243672116059,88.4411913722984,88.6227758127741,88.7897829531909,88.9433043475778,89.0601820661504
